case,before,after,field,differing_frames_beyond_serialization_tolerance,max_abs_difference,exact_differing_frames,numerically_verified
synthetic72,trimmed_gap10,trimmed_gap10,motion_y,0,0.0,0,True
synthetic72,trimmed_gap10,trimmed_gap10,rgb_valid,0,0.0,0,True
synthetic72,trimmed_gap10,trimmed_gap10,forehead_valid,0,0.0,0,True
synthetic72,trimmed_gap10,trimmed_gap10,left_cheek_valid,0,0.0,0,True
synthetic72,trimmed_gap10,trimmed_gap10,right_cheek_valid,0,0.0,0,True
synthetic72,trimmed_gap10,trimmed_gap15,face_detected,0,0.0,0,True
synthetic72,trimmed_gap10,trimmed_gap15,flow_available,0,0.0,0,True
synthetic72,trimmed_gap10,trimmed_gap15,source,0,,0,True
synthetic72,trimmed_gap10,trimmed_gap15,time_s,0,4.440892098500626e-16,2,True
synthetic72,trimmed_gap10,trimmed_gap15,face_x0,0,0.0,0,True
synthetic72,trimmed_gap10,trimmed_gap15,face_y0,0,0.0,0,True
synthetic72,trimmed_gap10,trimmed_gap15,face_x1,0,0.0,0,True
synthetic72,trimmed_gap10,trimmed_gap15,face_y1,0,0.0,0,True
synthetic72,trimmed_gap10,trimmed_gap15,motion_x,0,3.3881317890172014e-21,30,True
synthetic72,trimmed_gap10,trimmed_gap15,motion_y,0,8.470329472543003e-22,22,True
synthetic72,trimmed_gap10,trimmed_gap15,rgb_valid,0,0.0,0,True
synthetic72,trimmed_gap10,trimmed_gap15,forehead_valid,0,0.0,0,True
synthetic72,trimmed_gap10,trimmed_gap15,left_cheek_valid,0,0.0,0,True
synthetic72,trimmed_gap10,trimmed_gap15,right_cheek_valid,0,0.0,0,True
synthetic72,trimmed_gap10,tracking_only_gap10,face_detected,0,0.0,0,True
synthetic72,trimmed_gap10,tracking_only_gap10,flow_available,0,0.0,0,True
synthetic72,trimmed_gap10,tracking_only_gap10,source,0,,0,True
synthetic72,trimmed_gap10,tracking_only_gap10,time_s,0,4.440892098500626e-16,2,True
synthetic72,trimmed_gap10,tracking_only_gap10,face_x0,0,0.0,0,True
synthetic72,trimmed_gap10,tracking_only_gap10,face_y0,0,0.0,0,True
synthetic72,trimmed_gap10,tracking_only_gap10,face_x1,0,0.0,0,True
synthetic72,trimmed_gap10,tracking_only_gap10,face_y1,0,0.0,0,True
synthetic72,trimmed_gap10,tracking_only_gap10,motion_x,0,3.3881317890172014e-21,30,True
synthetic72,trimmed_gap10,tracking_only_gap10,motion_y,0,8.470329472543003e-22,22,True
synthetic72,trimmed_gap10,tracking_only_gap10,rgb_valid,0,0.0,0,True
synthetic72,trimmed_gap10,tracking_only_gap10,forehead_valid,0,0.0,0,True
synthetic72,trimmed_gap10,tracking_only_gap10,left_cheek_valid,0,0.0,0,True
synthetic72,trimmed_gap10,tracking_only_gap10,right_cheek_valid,0,0.0,0,True
synthetic72,trimmed_gap10,tracking_only_gap15,face_detected,0,0.0,0,True
synthetic72,trimmed_gap10,tracking_only_gap15,flow_available,0,0.0,0,True
synthetic72,trimmed_gap10,tracking_only_gap15,source,0,,0,True
synthetic72,trimmed_gap10,tracking_only_gap15,time_s,0,4.440892098500626e-16,2,True
synthetic72,trimmed_gap10,tracking_only_gap15,face_x0,0,0.0,0,True
synthetic72,trimmed_gap10,tracking_only_gap15,face_y0,0,0.0,0,True
synthetic72,trimmed_gap10,tracking_only_gap15,face_x1,0,0.0,0,True
synthetic72,trimmed_gap10,tracking_only_gap15,face_y1,0,0.0,0,True
synthetic72,trimmed_gap10,tracking_only_gap15,motion_x,0,3.3881317890172014e-21,30,True
synthetic72,trimmed_gap10,tracking_only_gap15,motion_y,0,8.470329472543003e-22,22,True
synthetic72,trimmed_gap10,tracking_only_gap15,rgb_valid,0,0.0,0,True
synthetic72,trimmed_gap10,tracking_only_gap15,forehead_valid,0,0.0,0,True
synthetic72,trimmed_gap10,tracking_only_gap15,left_cheek_valid,0,0.0,0,True
synthetic72,trimmed_gap10,tracking_only_gap15,right_cheek_valid,0,0.0,0,True
synthetic72,trimmed_gap10,tracking_screened_gap10,face_detected,0,0.0,0,True
synthetic72,trimmed_gap10,tracking_screened_gap10,flow_available,0,0.0,0,True
synthetic72,trimmed_gap10,tracking_screened_gap10,source,0,,0,True
synthetic72,trimmed_gap10,tracking_screened_gap10,time_s,0,4.440892098500626e-16,2,True
synthetic72,trimmed_gap10,tracking_screened_gap10,face_x0,0,0.0,0,True
synthetic72,trimmed_gap10,tracking_screened_gap10,face_y0,0,0.0,0,True
synthetic72,trimmed_gap10,tracking_screened_gap10,face_x1,0,0.0,0,True
synthetic72,trimmed_gap10,tracking_screened_gap10,face_y1,0,0.0,0,True
synthetic72,trimmed_gap10,tracking_screened_gap10,motion_x,0,3.3881317890172014e-21,30,True
synthetic72,trimmed_gap10,tracking_screened_gap10,motion_y,0,8.470329472543003e-22,22,True
synthetic72,trimmed_gap10,tracking_screened_gap10,rgb_valid,0,0.0,0,True
synthetic72,trimmed_gap10,tracking_screened_gap10,forehead_valid,0,0.0,0,True
synthetic72,trimmed_gap10,tracking_screened_gap10,left_cheek_valid,0,0.0,0,True
synthetic72,trimmed_gap10,tracking_screened_gap10,right_cheek_valid,0,0.0,0,True
synthetic72,trimmed_gap10,tracking_screened_gap15,face_detected,0,0.0,0,True
synthetic72,trimmed_gap10,tracking_screened_gap15,flow_available,0,0.0,0,True
synthetic72,trimmed_gap10,tracking_screened_gap15,source,0,,0,True
synthetic72,trimmed_gap10,tracking_screened_gap15,time_s,0,4.440892098500626e-16,2,True
synthetic72,trimmed_gap10,tracking_screened_gap15,face_x0,0,0.0,0,True
synthetic72,trimmed_gap10,tracking_screened_gap15,face_y0,0,0.0,0,True
synthetic72,trimmed_gap10,tracking_screened_gap15,face_x1,0,0.0,0,True
synthetic72,trimmed_gap10,tracking_screened_gap15,face_y1,0,0.0,0,True
synthetic72,trimmed_gap10,tracking_screened_gap15,motion_x,0,3.3881317890172014e-21,30,True
synthetic72,trimmed_gap10,tracking_screened_gap15,motion_y,0,8.470329472543003e-22,22,True
synthetic72,trimmed_gap10,tracking_screened_gap15,rgb_valid,0,0.0,0,True
synthetic72,trimmed_gap10,tracking_screened_gap15,forehead_valid,0,0.0,0,True
synthetic72,trimmed_gap10,tracking_screened_gap15,left_cheek_valid,0,0.0,0,True
synthetic72,trimmed_gap10,tracking_screened_gap15,right_cheek_valid,0,0.0,0,True
data1,trimmed_gap10,trimmed_gap10,face_detected,0,0.0,0,True
data1,trimmed_gap10,trimmed_gap10,flow_available,0,0.0,0,True
data1,trimmed_gap10,trimmed_gap10,source,0,,0,True
data1,trimmed_gap10,trimmed_gap10,time_s,0,0.0,0,True
data1,trimmed_gap10,trimmed_gap10,face_x0,0,0.0,0,True
data1,trimmed_gap10,trimmed_gap10,face_y0,0,0.0,0,True
data1,trimmed_gap10,trimmed_gap10,face_x1,0,0.0,0,True
data1,trimmed_gap10,trimmed_gap10,face_y1,0,0.0,0,True
data1,trimmed_gap10,trimmed_gap10,motion_x,0,0.0,0,True
data1,trimmed_gap10,trimmed_gap10,motion_y,0,0.0,0,True
data1,trimmed_gap10,trimmed_gap10,rgb_valid,0,0.0,0,True
data1,trimmed_gap10,trimmed_gap10,forehead_valid,0,0.0,0,True
data1,trimmed_gap10,trimmed_gap10,left_cheek_valid,0,0.0,0,True
data1,trimmed_gap10,trimmed_gap10,right_cheek_valid,0,0.0,0,True
data1,trimmed_gap10,trimmed_gap15,face_detected,0,0.0,0,True
data1,trimmed_gap10,trimmed_gap15,flow_available,0,0.0,0,True
data1,trimmed_gap10,trimmed_gap15,source,0,,0,True
data1,trimmed_gap10,trimmed_gap15,time_s,0,0.0,0,True
data1,trimmed_gap10,trimmed_gap15,face_x0,0,0.0,0,True
data1,trimmed_gap10,trimmed_gap15,face_y0,0,0.0,0,True
data1,trimmed_gap10,trimmed_gap15,face_x1,0,0.0,0,True
data1,trimmed_gap10,trimmed_gap15,face_y1,0,0.0,0,True
data1,trimmed_gap10,trimmed_gap15,motion_x,0,0.0,0,True
data1,trimmed_gap10,trimmed_gap15,motion_y,0,3.3881317890172014e-21,1,True
data1,trimmed_gap10,trimmed_gap15,rgb_valid,0,0.0,0,True
data1,trimmed_gap10,trimmed_gap15,forehead_valid,0,0.0,0,True
data1,trimmed_gap10,trimmed_gap15,left_cheek_valid,0,0.0,0,True
data1,trimmed_gap10,trimmed_gap15,right_cheek_valid,0,0.0,0,True
data1,trimmed_gap10,tracking_only_gap10,face_detected,0,0.0,0,True
data1,trimmed_gap10,tracking_only_gap10,flow_available,0,0.0,0,True
data1,trimmed_gap10,tracking_only_gap10,source,0,,0,True
data1,trimmed_gap10,tracking_only_gap10,time_s,0,0.0,0,True
data1,trimmed_gap10,tracking_only_gap10,face_x0,0,0.0,0,True
data1,trimmed_gap10,tracking_only_gap10,face_y0,0,0.0,0,True
data1,trimmed_gap10,tracking_only_gap10,face_x1,0,0.0,0,True
data1,trimmed_gap10,tracking_only_gap10,face_y1,0,0.0,0,True
data1,trimmed_gap10,tracking_only_gap10,motion_x,0,0.0,0,True
data1,trimmed_gap10,tracking_only_gap10,motion_y,0,3.3881317890172014e-21,1,True
data1,trimmed_gap10,tracking_only_gap10,rgb_valid,0,0.0,0,True
data1,trimmed_gap10,tracking_only_gap10,forehead_valid,0,0.0,0,True
data1,trimmed_gap10,tracking_only_gap10,left_cheek_valid,0,0.0,0,True
data1,trimmed_gap10,tracking_only_gap10,right_cheek_valid,0,0.0,0,True
data1,trimmed_gap10,tracking_only_gap15,face_detected,0,0.0,0,True
data1,trimmed_gap10,tracking_only_gap15,flow_available,0,0.0,0,True
data1,trimmed_gap10,tracking_only_gap15,source,0,,0,True
data1,trimmed_gap10,tracking_only_gap15,time_s,0,0.0,0,True
data1,trimmed_gap10,tracking_only_gap15,face_x0,0,0.0,0,True
data1,trimmed_gap10,tracking_only_gap15,face_y0,0,0.0,0,True
data1,trimmed_gap10,tracking_only_gap15,face_x1,0,0.0,0,True
data1,trimmed_gap10,tracking_only_gap15,face_y1,0,0.0,0,True
data1,trimmed_gap10,tracking_only_gap15,motion_x,0,0.0,0,True
data1,trimmed_gap10,tracking_only_gap15,motion_y,0,3.3881317890172014e-21,1,True
data1,trimmed_gap10,tracking_only_gap15,rgb_valid,0,0.0,0,True
data1,trimmed_gap10,tracking_only_gap15,forehead_valid,0,0.0,0,True
data1,trimmed_gap10,tracking_only_gap15,left_cheek_valid,0,0.0,0,True
data1,trimmed_gap10,tracking_only_gap15,right_cheek_valid,0,0.0,0,True
data1,trimmed_gap10,tracking_screened_gap10,face_detected,0,0.0,0,True
data1,trimmed_gap10,tracking_screened_gap10,flow_available,0,0.0,0,True
data1,trimmed_gap10,tracking_screened_gap10,source,0,,0,True
data1,trimmed_gap10,tracking_screened_gap10,time_s,0,0.0,0,True
data1,trimmed_gap10,tracking_screened_gap10,face_x0,0,0.0,0,True
data1,trimmed_gap10,tracking_screened_gap10,face_y0,0,0.0,0,True
data1,trimmed_gap10,tracking_screened_gap10,face_x1,0,0.0,0,True
data1,trimmed_gap10,tracking_screened_gap10,face_y1,0,0.0,0,True
data1,trimmed_gap10,tracking_screened_gap10,motion_x,0,0.0,0,True
data1,trimmed_gap10,tracking_screened_gap10,motion_y,0,3.3881317890172014e-21,1,True
data1,trimmed_gap10,tracking_screened_gap10,rgb_valid,0,0.0,0,True
data1,trimmed_gap10,tracking_screened_gap10,forehead_valid,0,0.0,0,True
data1,trimmed_gap10,tracking_screened_gap10,left_cheek_valid,0,0.0,0,True
data1,trimmed_gap10,tracking_screened_gap10,right_cheek_valid,0,0.0,0,True
data1,trimmed_gap10,tracking_screened_gap15,face_detected,0,0.0,0,True
data1,trimmed_gap10,tracking_screened_gap15,flow_available,0,0.0,0,True
data1,trimmed_gap10,tracking_screened_gap15,source,0,,0,True
data1,trimmed_gap10,tracking_screened_gap15,time_s,0,0.0,0,True
data1,trimmed_gap10,tracking_screened_gap15,face_x0,0,0.0,0,True
data1,trimmed_gap10,tracking_screened_gap15,face_y0,0,0.0,0,True
data1,trimmed_gap10,tracking_screened_gap15,face_x1,0,0.0,0,True
data1,trimmed_gap10,tracking_screened_gap15,face_y1,0,0.0,0,True
data1,trimmed_gap10,tracking_screened_gap15,motion_x,0,0.0,0,True
data1,trimmed_gap10,tracking_screened_gap15,motion_y,0,3.3881317890172014e-21,1,True
data1,trimmed_gap10,tracking_screened_gap15,rgb_valid,0,0.0,0,True
data1,trimmed_gap10,tracking_screened_gap15,forehead_valid,0,0.0,0,True
data1,trimmed_gap10,tracking_screened_gap15,left_cheek_valid,0,0.0,0,True
data1,trimmed_gap10,tracking_screened_gap15,right_cheek_valid,0,0.0,0,True
