case,before,after,field,candidate_field,exact_differing_frames,max_abs_difference,differing_frames_beyond_serialization_tolerance,numerically_verified
user0907,trimmed_gap10,guarded_fusion_gap15,time_s,time_s,0,0.0,0,True
user0907,trimmed_gap10,guarded_fusion_gap15,face_x0,face_x0,0,0.0,0,True
user0907,trimmed_gap10,guarded_fusion_gap15,face_y0,face_y0,0,0.0,0,True
user0907,trimmed_gap10,guarded_fusion_gap15,face_x1,face_x1,0,0.0,0,True
user0907,trimmed_gap10,guarded_fusion_gap15,face_y1,face_y1,0,0.0,0,True
user0907,trimmed_gap10,guarded_fusion_gap15,motion_x,motion_x,0,0.0,0,True
user0907,trimmed_gap10,guarded_fusion_gap15,motion_y,motion_y,0,0.0,0,True
user0907,trimmed_gap10,guarded_fusion_gap15,rgb_valid,rgb_valid,0,,0,True
user0907,trimmed_gap10,guarded_fusion_gap15,forehead_valid,forehead_valid,0,,0,True
user0907,trimmed_gap10,guarded_fusion_gap15,left_cheek_valid,left_cheek_valid,0,,0,True
user0907,trimmed_gap10,guarded_fusion_gap15,right_cheek_valid,right_cheek_valid,0,,0,True
user0907,trimmed_gap10,guarded_fusion_gap15,r,baseline_r,152,8.526512829121202e-14,0,True
user0907,trimmed_gap10,guarded_fusion_gap15,g,baseline_g,0,0.0,0,True
user0907,trimmed_gap10,guarded_fusion_gap15,b,baseline_b,0,0.0,0,True
user0907,trimmed_gap10,guarded_fusion_gap15,forehead_r,baseline_forehead_r,67,8.526512829121202e-14,0,True
user0907,trimmed_gap10,guarded_fusion_gap15,forehead_g,baseline_forehead_g,0,0.0,0,True
user0907,trimmed_gap10,guarded_fusion_gap15,forehead_b,baseline_forehead_b,0,0.0,0,True
user0907,trimmed_gap10,guarded_fusion_gap15,left_cheek_r,baseline_left_cheek_r,165,8.526512829121202e-14,0,True
user0907,trimmed_gap10,guarded_fusion_gap15,left_cheek_g,baseline_left_cheek_g,0,0.0,0,True
user0907,trimmed_gap10,guarded_fusion_gap15,left_cheek_b,baseline_left_cheek_b,0,0.0,0,True
user0907,trimmed_gap10,guarded_fusion_gap15,right_cheek_r,baseline_right_cheek_r,149,8.526512829121202e-14,0,True
user0907,trimmed_gap10,guarded_fusion_gap15,right_cheek_g,baseline_right_cheek_g,0,0.0,0,True
user0907,trimmed_gap10,guarded_fusion_gap15,right_cheek_b,baseline_right_cheek_b,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap10,frame,frame,0,,0,True
ubfc,trimmed_gap10,trimmed_gap10,face_detected,face_detected,0,,0,True
ubfc,trimmed_gap10,trimmed_gap10,flow_available,flow_available,0,,0,True
ubfc,trimmed_gap10,trimmed_gap10,source,source,0,,0,True
ubfc,trimmed_gap10,trimmed_gap10,time_s,time_s,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap10,face_x0,face_x0,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap10,face_y0,face_y0,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap10,face_x1,face_x1,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap10,face_y1,face_y1,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap10,motion_x,motion_x,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap10,motion_y,motion_y,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap10,rgb_valid,rgb_valid,0,,0,True
ubfc,trimmed_gap10,trimmed_gap10,forehead_valid,forehead_valid,0,,0,True
ubfc,trimmed_gap10,trimmed_gap10,left_cheek_valid,left_cheek_valid,0,,0,True
ubfc,trimmed_gap10,trimmed_gap10,right_cheek_valid,right_cheek_valid,0,,0,True
ubfc,trimmed_gap10,trimmed_gap10,r,r,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap10,g,g,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap10,b,b,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap10,forehead_r,forehead_r,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap10,forehead_g,forehead_g,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap10,forehead_b,forehead_b,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap10,left_cheek_r,left_cheek_r,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap10,left_cheek_g,left_cheek_g,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap10,left_cheek_b,left_cheek_b,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap10,right_cheek_r,right_cheek_r,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap10,right_cheek_g,right_cheek_g,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap10,right_cheek_b,right_cheek_b,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap15,frame,frame,0,,0,True
ubfc,trimmed_gap10,trimmed_gap15,face_detected,face_detected,0,,0,True
ubfc,trimmed_gap10,trimmed_gap15,flow_available,flow_available,0,,0,True
ubfc,trimmed_gap10,trimmed_gap15,source,source,0,,0,True
ubfc,trimmed_gap10,trimmed_gap15,time_s,time_s,25,3.552713678800501e-15,0,True
ubfc,trimmed_gap10,trimmed_gap15,face_x0,face_x0,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap15,face_y0,face_y0,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap15,face_x1,face_x1,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap15,face_y1,face_y1,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap15,motion_x,motion_x,19,3.3881317890172014e-21,0,True
ubfc,trimmed_gap10,trimmed_gap15,motion_y,motion_y,8,3.3881317890172014e-21,0,True
ubfc,trimmed_gap10,trimmed_gap15,rgb_valid,rgb_valid,0,,0,True
ubfc,trimmed_gap10,trimmed_gap15,forehead_valid,forehead_valid,0,,0,True
ubfc,trimmed_gap10,trimmed_gap15,left_cheek_valid,left_cheek_valid,0,,0,True
ubfc,trimmed_gap10,trimmed_gap15,right_cheek_valid,right_cheek_valid,0,,0,True
ubfc,trimmed_gap10,trimmed_gap15,r,r,156,5.684341886080802e-14,0,True
ubfc,trimmed_gap10,trimmed_gap15,g,g,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap15,b,b,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap15,forehead_r,forehead_r,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap15,forehead_g,forehead_g,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap15,forehead_b,forehead_b,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap15,left_cheek_r,left_cheek_r,158,5.684341886080802e-14,0,True
ubfc,trimmed_gap10,trimmed_gap15,left_cheek_g,left_cheek_g,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap15,left_cheek_b,left_cheek_b,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap15,right_cheek_r,right_cheek_r,144,5.684341886080802e-14,0,True
ubfc,trimmed_gap10,trimmed_gap15,right_cheek_g,right_cheek_g,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap15,right_cheek_b,right_cheek_b,0,0.0,0,True
ubfc,trimmed_gap10,bounded_tracking_gap10,frame,frame,0,,0,True
ubfc,trimmed_gap10,bounded_tracking_gap10,face_detected,face_detected,0,,0,True
ubfc,trimmed_gap10,bounded_tracking_gap10,flow_available,flow_available,0,,0,True
ubfc,trimmed_gap10,bounded_tracking_gap10,source,source,0,,0,True
ubfc,trimmed_gap10,bounded_tracking_gap10,time_s,time_s,25,3.552713678800501e-15,0,True
ubfc,trimmed_gap10,bounded_tracking_gap10,face_x0,face_x0,0,0.0,0,True
ubfc,trimmed_gap10,bounded_tracking_gap10,face_y0,face_y0,0,0.0,0,True
ubfc,trimmed_gap10,bounded_tracking_gap10,face_x1,face_x1,0,0.0,0,True
ubfc,trimmed_gap10,bounded_tracking_gap10,face_y1,face_y1,0,0.0,0,True
ubfc,trimmed_gap10,bounded_tracking_gap10,motion_x,motion_x,19,3.3881317890172014e-21,0,True
ubfc,trimmed_gap10,bounded_tracking_gap10,motion_y,motion_y,7,3.3881317890172014e-21,0,True
ubfc,trimmed_gap10,bounded_tracking_gap10,rgb_valid,rgb_valid,0,,0,True
ubfc,trimmed_gap10,bounded_tracking_gap10,forehead_valid,forehead_valid,0,,0,True
ubfc,trimmed_gap10,bounded_tracking_gap10,left_cheek_valid,left_cheek_valid,0,,0,True
ubfc,trimmed_gap10,bounded_tracking_gap10,right_cheek_valid,right_cheek_valid,0,,0,True
ubfc,trimmed_gap10,bounded_tracking_gap10,r,baseline_r,156,8.526512829121202e-14,0,True
ubfc,trimmed_gap10,bounded_tracking_gap10,g,baseline_g,0,0.0,0,True
ubfc,trimmed_gap10,bounded_tracking_gap10,b,baseline_b,0,0.0,0,True
ubfc,trimmed_gap10,bounded_tracking_gap10,forehead_r,baseline_forehead_r,0,0.0,0,True
ubfc,trimmed_gap10,bounded_tracking_gap10,forehead_g,baseline_forehead_g,0,0.0,0,True
ubfc,trimmed_gap10,bounded_tracking_gap10,forehead_b,baseline_forehead_b,0,0.0,0,True
ubfc,trimmed_gap10,bounded_tracking_gap10,left_cheek_r,baseline_left_cheek_r,158,8.526512829121202e-14,0,True
ubfc,trimmed_gap10,bounded_tracking_gap10,left_cheek_g,baseline_left_cheek_g,0,0.0,0,True
ubfc,trimmed_gap10,bounded_tracking_gap10,left_cheek_b,baseline_left_cheek_b,0,0.0,0,True
ubfc,trimmed_gap10,bounded_tracking_gap10,right_cheek_r,baseline_right_cheek_r,144,8.526512829121202e-14,0,True
ubfc,trimmed_gap10,bounded_tracking_gap10,right_cheek_g,baseline_right_cheek_g,0,0.0,0,True
ubfc,trimmed_gap10,bounded_tracking_gap10,right_cheek_b,baseline_right_cheek_b,0,0.0,0,True
ubfc,trimmed_gap10,bounded_tracking_gap15,frame,frame,0,,0,True
ubfc,trimmed_gap10,bounded_tracking_gap15,face_detected,face_detected,0,,0,True
ubfc,trimmed_gap10,bounded_tracking_gap15,flow_available,flow_available,0,,0,True
ubfc,trimmed_gap10,bounded_tracking_gap15,source,source,0,,0,True
ubfc,trimmed_gap10,bounded_tracking_gap15,time_s,time_s,25,3.552713678800501e-15,0,True
ubfc,trimmed_gap10,bounded_tracking_gap15,face_x0,face_x0,0,0.0,0,True
ubfc,trimmed_gap10,bounded_tracking_gap15,face_y0,face_y0,0,0.0,0,True
ubfc,trimmed_gap10,bounded_tracking_gap15,face_x1,face_x1,0,0.0,0,True
ubfc,trimmed_gap10,bounded_tracking_gap15,face_y1,face_y1,0,0.0,0,True
ubfc,trimmed_gap10,bounded_tracking_gap15,motion_x,motion_x,19,3.3881317890172014e-21,0,True
ubfc,trimmed_gap10,bounded_tracking_gap15,motion_y,motion_y,8,3.3881317890172014e-21,0,True
ubfc,trimmed_gap10,bounded_tracking_gap15,rgb_valid,rgb_valid,0,,0,True
ubfc,trimmed_gap10,bounded_tracking_gap15,forehead_valid,forehead_valid,0,,0,True
ubfc,trimmed_gap10,bounded_tracking_gap15,left_cheek_valid,left_cheek_valid,0,,0,True
ubfc,trimmed_gap10,bounded_tracking_gap15,right_cheek_valid,right_cheek_valid,0,,0,True
ubfc,trimmed_gap10,bounded_tracking_gap15,r,baseline_r,156,8.526512829121202e-14,0,True
ubfc,trimmed_gap10,bounded_tracking_gap15,g,baseline_g,0,0.0,0,True
ubfc,trimmed_gap10,bounded_tracking_gap15,b,baseline_b,0,0.0,0,True
ubfc,trimmed_gap10,bounded_tracking_gap15,forehead_r,baseline_forehead_r,0,0.0,0,True
ubfc,trimmed_gap10,bounded_tracking_gap15,forehead_g,baseline_forehead_g,0,0.0,0,True
ubfc,trimmed_gap10,bounded_tracking_gap15,forehead_b,baseline_forehead_b,0,0.0,0,True
ubfc,trimmed_gap10,bounded_tracking_gap15,left_cheek_r,baseline_left_cheek_r,158,8.526512829121202e-14,0,True
ubfc,trimmed_gap10,bounded_tracking_gap15,left_cheek_g,baseline_left_cheek_g,0,0.0,0,True
ubfc,trimmed_gap10,bounded_tracking_gap15,left_cheek_b,baseline_left_cheek_b,0,0.0,0,True
ubfc,trimmed_gap10,bounded_tracking_gap15,right_cheek_r,baseline_right_cheek_r,144,8.526512829121202e-14,0,True
ubfc,trimmed_gap10,bounded_tracking_gap15,right_cheek_g,baseline_right_cheek_g,0,0.0,0,True
ubfc,trimmed_gap10,bounded_tracking_gap15,right_cheek_b,baseline_right_cheek_b,0,0.0,0,True
ubfc,trimmed_gap10,guarded_fusion_gap10,frame,frame,0,,0,True
ubfc,trimmed_gap10,guarded_fusion_gap10,face_detected,face_detected,0,,0,True
ubfc,trimmed_gap10,guarded_fusion_gap10,flow_available,flow_available,0,,0,True
ubfc,trimmed_gap10,guarded_fusion_gap10,source,source,0,,0,True
ubfc,trimmed_gap10,guarded_fusion_gap10,time_s,time_s,25,3.552713678800501e-15,0,True
ubfc,trimmed_gap10,guarded_fusion_gap10,face_x0,face_x0,0,0.0,0,True
ubfc,trimmed_gap10,guarded_fusion_gap10,face_y0,face_y0,0,0.0,0,True
ubfc,trimmed_gap10,guarded_fusion_gap10,face_x1,face_x1,0,0.0,0,True
ubfc,trimmed_gap10,guarded_fusion_gap10,face_y1,face_y1,0,0.0,0,True
ubfc,trimmed_gap10,guarded_fusion_gap10,motion_x,motion_x,19,3.3881317890172014e-21,0,True
ubfc,trimmed_gap10,guarded_fusion_gap10,motion_y,motion_y,8,3.3881317890172014e-21,0,True
ubfc,trimmed_gap10,guarded_fusion_gap10,rgb_valid,rgb_valid,0,,0,True
ubfc,trimmed_gap10,guarded_fusion_gap10,forehead_valid,forehead_valid,0,,0,True
ubfc,trimmed_gap10,guarded_fusion_gap10,left_cheek_valid,left_cheek_valid,0,,0,True
ubfc,trimmed_gap10,guarded_fusion_gap10,right_cheek_valid,right_cheek_valid,0,,0,True
ubfc,trimmed_gap10,guarded_fusion_gap10,r,baseline_r,156,8.526512829121202e-14,0,True
ubfc,trimmed_gap10,guarded_fusion_gap10,g,baseline_g,0,0.0,0,True
ubfc,trimmed_gap10,guarded_fusion_gap10,b,baseline_b,0,0.0,0,True
ubfc,trimmed_gap10,guarded_fusion_gap10,forehead_r,baseline_forehead_r,0,0.0,0,True
ubfc,trimmed_gap10,guarded_fusion_gap10,forehead_g,baseline_forehead_g,0,0.0,0,True
ubfc,trimmed_gap10,guarded_fusion_gap10,forehead_b,baseline_forehead_b,0,0.0,0,True
ubfc,trimmed_gap10,guarded_fusion_gap10,left_cheek_r,baseline_left_cheek_r,158,8.526512829121202e-14,0,True
ubfc,trimmed_gap10,guarded_fusion_gap10,left_cheek_g,baseline_left_cheek_g,0,0.0,0,True
ubfc,trimmed_gap10,guarded_fusion_gap10,left_cheek_b,baseline_left_cheek_b,0,0.0,0,True
ubfc,trimmed_gap10,guarded_fusion_gap10,right_cheek_r,baseline_right_cheek_r,144,8.526512829121202e-14,0,True
ubfc,trimmed_gap10,guarded_fusion_gap10,right_cheek_g,baseline_right_cheek_g,0,0.0,0,True
ubfc,trimmed_gap10,guarded_fusion_gap10,right_cheek_b,baseline_right_cheek_b,0,0.0,0,True
ubfc,trimmed_gap10,guarded_fusion_gap15,frame,frame,0,,0,True
ubfc,trimmed_gap10,guarded_fusion_gap15,face_detected,face_detected,0,,0,True
ubfc,trimmed_gap10,guarded_fusion_gap15,flow_available,flow_available,0,,0,True
ubfc,trimmed_gap10,guarded_fusion_gap15,source,source,0,,0,True
ubfc,trimmed_gap10,guarded_fusion_gap15,time_s,time_s,25,3.552713678800501e-15,0,True
ubfc,trimmed_gap10,guarded_fusion_gap15,face_x0,face_x0,0,0.0,0,True
ubfc,trimmed_gap10,guarded_fusion_gap15,face_y0,face_y0,0,0.0,0,True
ubfc,trimmed_gap10,guarded_fusion_gap15,face_x1,face_x1,0,0.0,0,True
ubfc,trimmed_gap10,guarded_fusion_gap15,face_y1,face_y1,0,0.0,0,True
ubfc,trimmed_gap10,guarded_fusion_gap15,motion_x,motion_x,19,3.3881317890172014e-21,0,True
ubfc,trimmed_gap10,guarded_fusion_gap15,motion_y,motion_y,8,3.3881317890172014e-21,0,True
ubfc,trimmed_gap10,guarded_fusion_gap15,rgb_valid,rgb_valid,0,,0,True
ubfc,trimmed_gap10,guarded_fusion_gap15,forehead_valid,forehead_valid,0,,0,True
ubfc,trimmed_gap10,guarded_fusion_gap15,left_cheek_valid,left_cheek_valid,0,,0,True
ubfc,trimmed_gap10,guarded_fusion_gap15,right_cheek_valid,right_cheek_valid,0,,0,True
ubfc,trimmed_gap10,guarded_fusion_gap15,r,baseline_r,156,8.526512829121202e-14,0,True
ubfc,trimmed_gap10,guarded_fusion_gap15,g,baseline_g,0,0.0,0,True
ubfc,trimmed_gap10,guarded_fusion_gap15,b,baseline_b,0,0.0,0,True
ubfc,trimmed_gap10,guarded_fusion_gap15,forehead_r,baseline_forehead_r,0,0.0,0,True
ubfc,trimmed_gap10,guarded_fusion_gap15,forehead_g,baseline_forehead_g,0,0.0,0,True
ubfc,trimmed_gap10,guarded_fusion_gap15,forehead_b,baseline_forehead_b,0,0.0,0,True
ubfc,trimmed_gap10,guarded_fusion_gap15,left_cheek_r,baseline_left_cheek_r,158,8.526512829121202e-14,0,True
ubfc,trimmed_gap10,guarded_fusion_gap15,left_cheek_g,baseline_left_cheek_g,0,0.0,0,True
ubfc,trimmed_gap10,guarded_fusion_gap15,left_cheek_b,baseline_left_cheek_b,0,0.0,0,True
ubfc,trimmed_gap10,guarded_fusion_gap15,right_cheek_r,baseline_right_cheek_r,144,8.526512829121202e-14,0,True
ubfc,trimmed_gap10,guarded_fusion_gap15,right_cheek_g,baseline_right_cheek_g,0,0.0,0,True
ubfc,trimmed_gap10,guarded_fusion_gap15,right_cheek_b,baseline_right_cheek_b,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,frame,frame,0,,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,face_detected,face_detected,0,,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,flow_available,flow_available,0,,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,source,source,0,,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,time_s,time_s,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,face_x0,face_x0,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,face_y0,face_y0,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,face_x1,face_x1,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,face_y1,face_y1,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,motion_x,motion_x,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,motion_y,motion_y,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,rgb_valid,rgb_valid,0,,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,forehead_valid,forehead_valid,0,,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,left_cheek_valid,left_cheek_valid,0,,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,right_cheek_valid,right_cheek_valid,0,,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,r,r,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,g,g,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,b,b,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,forehead_r,forehead_r,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,forehead_g,forehead_g,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,forehead_b,forehead_b,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,left_cheek_r,left_cheek_r,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,left_cheek_g,left_cheek_g,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,left_cheek_b,left_cheek_b,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,right_cheek_r,right_cheek_r,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,right_cheek_g,right_cheek_g,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,right_cheek_b,right_cheek_b,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap15,frame,frame,0,,0,True
kaggle_full,trimmed_gap10,trimmed_gap15,face_detected,face_detected,0,,0,True
kaggle_full,trimmed_gap10,trimmed_gap15,flow_available,flow_available,0,,0,True
kaggle_full,trimmed_gap10,trimmed_gap15,source,source,0,,0,True
kaggle_full,trimmed_gap10,trimmed_gap15,time_s,time_s,233,5.684341886080802e-14,0,True
kaggle_full,trimmed_gap10,trimmed_gap15,face_x0,face_x0,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap15,face_y0,face_y0,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap15,face_x1,face_x1,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap15,face_y1,face_y1,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap15,motion_x,motion_x,93,3.3881317890172014e-21,0,True
kaggle_full,trimmed_gap10,trimmed_gap15,motion_y,motion_y,103,3.3881317890172014e-21,0,True
kaggle_full,trimmed_gap10,trimmed_gap15,rgb_valid,rgb_valid,0,,0,True
kaggle_full,trimmed_gap10,trimmed_gap15,forehead_valid,forehead_valid,0,,0,True
kaggle_full,trimmed_gap10,trimmed_gap15,left_cheek_valid,left_cheek_valid,0,,0,True
kaggle_full,trimmed_gap10,trimmed_gap15,right_cheek_valid,right_cheek_valid,0,,0,True
kaggle_full,trimmed_gap10,trimmed_gap15,r,r,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap15,g,g,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap15,b,b,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap15,forehead_r,forehead_r,1,2.842170943040401e-14,0,True
kaggle_full,trimmed_gap10,trimmed_gap15,forehead_g,forehead_g,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap15,forehead_b,forehead_b,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap15,left_cheek_r,left_cheek_r,1051,5.684341886080802e-14,0,True
kaggle_full,trimmed_gap10,trimmed_gap15,left_cheek_g,left_cheek_g,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap15,left_cheek_b,left_cheek_b,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap15,right_cheek_r,right_cheek_r,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap15,right_cheek_g,right_cheek_g,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap15,right_cheek_b,right_cheek_b,0,0.0,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap10,frame,frame,0,,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap10,face_detected,face_detected,0,,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap10,flow_available,flow_available,0,,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap10,source,source,0,,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap10,time_s,time_s,233,5.684341886080802e-14,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap10,face_x0,face_x0,0,0.0,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap10,face_y0,face_y0,0,0.0,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap10,face_x1,face_x1,0,0.0,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap10,face_y1,face_y1,0,0.0,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap10,motion_x,motion_x,92,3.3881317890172014e-21,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap10,motion_y,motion_y,102,3.3881317890172014e-21,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap10,rgb_valid,rgb_valid,0,,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap10,forehead_valid,forehead_valid,0,,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap10,left_cheek_valid,left_cheek_valid,0,,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap10,right_cheek_valid,right_cheek_valid,0,,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap10,r,baseline_r,0,0.0,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap10,g,baseline_g,0,0.0,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap10,b,baseline_b,0,0.0,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap10,forehead_r,baseline_forehead_r,1,2.842170943040401e-14,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap10,forehead_g,baseline_forehead_g,0,0.0,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap10,forehead_b,baseline_forehead_b,0,0.0,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap10,left_cheek_r,baseline_left_cheek_r,1051,8.526512829121202e-14,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap10,left_cheek_g,baseline_left_cheek_g,0,0.0,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap10,left_cheek_b,baseline_left_cheek_b,0,0.0,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap10,right_cheek_r,baseline_right_cheek_r,0,0.0,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap10,right_cheek_g,baseline_right_cheek_g,0,0.0,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap10,right_cheek_b,baseline_right_cheek_b,0,0.0,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap15,frame,frame,0,,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap15,face_detected,face_detected,0,,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap15,flow_available,flow_available,0,,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap15,source,source,0,,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap15,time_s,time_s,233,5.684341886080802e-14,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap15,face_x0,face_x0,0,0.0,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap15,face_y0,face_y0,0,0.0,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap15,face_x1,face_x1,0,0.0,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap15,face_y1,face_y1,0,0.0,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap15,motion_x,motion_x,93,3.3881317890172014e-21,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap15,motion_y,motion_y,103,3.3881317890172014e-21,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap15,rgb_valid,rgb_valid,0,,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap15,forehead_valid,forehead_valid,0,,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap15,left_cheek_valid,left_cheek_valid,0,,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap15,right_cheek_valid,right_cheek_valid,0,,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap15,r,baseline_r,0,0.0,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap15,g,baseline_g,0,0.0,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap15,b,baseline_b,0,0.0,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap15,forehead_r,baseline_forehead_r,1,2.842170943040401e-14,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap15,forehead_g,baseline_forehead_g,0,0.0,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap15,forehead_b,baseline_forehead_b,0,0.0,0,True
kaggle_full,trimmed_gap10,bounded_tracking_gap15,left_cheek_r,baseline_left_cheek_r,1051,8.526512829121202e-14,0,True
